,Pyruvate,,,,Lactate,,,,Alanine,,,,Glycine,,,,Valine,,,,Leucine,,,,Isoleucine,,,,Succinate 1,,,,Succinate 2,,,,Succinate 3,,,,Succinate 4,,,,Proline,,,,Fumarate 1,,,,Fumarate 2,,,,Fumarate 3,,,,Methionine,,,,Serine,,,,a-kg,,,,Threonine,,,,Phenylalanine,,,,Malate 1,,,,Malate 2,,,,Aspartate,,,,Glutamate,,,,Lysine,,,,Histidine,,,,Histidine,,,,Citrate 1,,,,Citrate 2,,,,Citrate 3,,,,Tyrosine,,,,
LB19_5,14010.0,820599.0,0.017072894312569233,,55165.0,338425.0,0.16300509714116865,,34541.0,438443.0,0.0787810502163337,,18874.0,405849.0,0.04650498091654778,,9341.0,339736.0,0.027494878376150892,,63235.0,396057.0,0.15966136187467966,,22378.0,364916.0,0.061323701893038395,,47398.0,12017.0,3.94424565199301,,9248.0,26838.0,0.3445860347268798,,831805.0,199775.0,4.163709172819422,,88774.0,0.0,Infinity,,1500.0,283314.0,0.005294478917384951,,225574.0,74444.0,3.030116597711031,,1430854.0,348156.0,4.109807097967578,,161025.0,0.0,Infinity,,21490.0,418206.0,0.0513861589742854,,40691.0,670248.0,0.060710363924994924,,24499.0,497161.0,0.04927779934467909,,12516.0,368652.0,0.03395071775007324,,15809.0,445047.0,0.03552209092522812,,379997.0,137579.0,2.7620276350315094,,122152.0,525721.0,0.23235138029487123,,119038.0,419542.0,0.2837332138379471,,830612.0,790489.0,1.0507571895371093,,8197.0,0.0,Infinity,,13622.0,701642.0,0.019414459225644987,,13622.0,701642.0,0.019414459225644987,,82489.0,32685.0,2.523757075110907,,27744.0,423769.0,0.06546963086020922,,160511.0,0.0,Infinity,,8791.0,355008.0,0.02476282224625924,,
LB20_0,36372.0,834524.0,0.04358412699934334,,88854.0,307510.0,0.2889467009202953,,62536.0,407289.0,0.1535420794570931,,50579.0,394956.0,0.12806236644081873,,15373.0,310504.0,0.04950982918094453,,81400.0,365803.0,0.22252414551001495,,18312.0,332526.0,0.05506937803359737,,20629.0,5579.0,3.697616060225847,,5607.0,22965.0,0.2441541476159373,,735448.0,176884.0,4.157798331109654,,78291.0,0.0,Infinity,,1388.0,273137.0,0.005081698927644369,,26349.0,22994.0,1.1459076280768896,,1099600.0,269946.0,4.073407274047402,,127436.0,0.0,Infinity,,24802.0,375369.0,0.0660736501948749,,67989.0,643093.0,0.10572187848413837,,10944.0,362742.0,0.030170203615793045,,22863.0,378309.0,0.060434723995464026,,19537.0,399651.0,0.048885152295377717,,30490.0,14090.0,2.163946061036196,,104987.0,484303.0,0.21677957807405696,,14637.0,409558.0,0.035738527876393575,,108317.0,699319.0,0.15488925654815613,,93940.0,0.0,Infinity,,33334.0,513058.0,0.0649712118318007,,33334.0,513058.0,0.0649712118318007,,99463.0,39786.0,2.4999497310611773,,33249.0,461540.0,0.07203925986913377,,179063.0,0.0,Infinity,,11858.0,298056.0,0.03978447003247712,,
LB20_10,16424.0,410782.0,0.039982277704475856,,42687.0,167406.0,0.25499086054263287,,12627.0,219918.0,0.05741685537336644,,9341.0,202441.0,0.046141838856753326,,3419.0,168388.0,0.020304297218329097,,18784.0,196486.0,0.09559968649165844,,5224.0,182117.0,0.02868485643844342,,19078.0,4939.0,3.862725248025916,,5189.0,13336.0,0.3890971805638872,,408129.0,96574.0,4.22607534118914,,42667.0,0.0,Infinity,,769.0,141909.0,0.005418965675186211,,72000.0,27251.0,2.6421048768852518,,673028.0,163114.0,4.1261203820640775,,75565.0,0.0,Infinity,,7222.0,201304.0,0.035876087906847355,,14144.0,336499.0,0.042032814362004046,,11035.0,205807.0,0.05361819568819331,,4173.0,181689.0,0.022967818635140268,,4230.0,219416.0,0.01927844824443067,,136570.0,49994.0,2.7317278073368803,,53980.0,260927.0,0.2068777857408394,,34542.0,193086.0,0.17889437867064417,,319617.0,379382.0,0.842467486596623,,1893.0,0.0,Infinity,,3410.0,258612.0,0.013185776375419548,,3410.0,258612.0,0.013185776375419548,,71691.0,27927.0,2.5670856160704694,,20517.0,260624.0,0.07872260421143103,,98492.0,0.0,Infinity,,2792.0,183048.0,0.01525282985883484,,
LB20_5,16694.0,474849.0,0.03515643920488408,,31473.0,190779.0,0.16497098737282406,,12119.0,201612.0,0.06011050929508164,,8076.0,192630.0,0.041924933810932874,,3691.0,171211.0,0.02155819427490056,,20353.0,187674.0,0.10844869294627918,,4504.0,177436.0,0.025383800356184764,,25327.0,6427.0,3.940718842383694,,5908.0,14936.0,0.3955543652919122,,457359.0,108558.0,4.213038191565799,,48014.0,0.0,Infinity,,562.0,123483.0,0.004551233773069977,,102704.0,35767.0,2.871473704811698,,700846.0,170616.0,4.107739016270456,,79416.0,0.0,Infinity,,7306.0,202727.0,0.03603861350486122,,15345.0,329910.0,0.046512685277803036,,38148.0,197708.0,0.19295122099257492,,5284.0,198196.0,0.02666047750711417,,4039.0,223694.0,0.018055915670514185,,256118.0,92806.0,2.7597138116070083,,81421.0,289853.0,0.28090445846687806,,32506.0,175087.0,0.18565627373819873,,544318.0,390015.0,1.395633501275592,,4989.0,0.0,Infinity,,4129.0,272976.0,0.01512587187151984,,4129.0,272976.0,0.01512587187151984,,65928.0,25809.0,2.5544577472974543,,19587.0,236706.0,0.08274821931003017,,87282.0,0.0,Infinity,,2900.0,186128.0,0.015580675664059141,,

,,,0.035348066047890904,,,,0.30938870333748336,,,,0.41324034396254833,,,,0.8049757874704935,,,,0.8417917288989927,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,,,,NaN,

HF1_0,81606.0,1139933.0,0.07158841791578979,,164345.0,426097.0,0.3856985615951298,,136341.0,512686.0,0.26593470467303576,,209405.0,485597.0,0.4312320710383301,,34199.0,422513.0,0.08094188817858859,,189298.0,501915.0,0.3771515097177809,,55793.0,451029.0,0.12370158016446836,,84973.0,20535.0,4.137959581202824,,12943.0,32051.0,0.40382515366135224,,1041954.0,249242.0,4.180491249468388,,112821.0,0.0,Infinity,,3386.0,320887.0,0.01055200117175205,,781068.0,213239.0,3.6628759279493903,,1844830.0,445797.0,4.138273698566836,,207010.0,0.0,Infinity,,56328.0,514572.0,0.10946573074321961,,174441.0,863682.0,0.20197364307696583,,23074.0,540753.0,0.04267012850599072,,44118.0,449497.0,0.09814970956424626,,55115.0,551586.0,0.0999209552091605,,674081.0,247480.0,2.723779699369646,,278139.0,713864.0,0.3896246343841404,,56659.0,565414.0,0.10020798919022168,,176441.0,1003084.0,0.17589852893675903,,7563.0,35156.0,0.21512686312436,,18.0,0.0,Infinity,,369.0,0.0,Infinity,,53296.0,23599.0,2.2584007796940546,,33237.0,532311.0,0.06243906287865552,,201279.0,0.0,Infinity,,28832.0,419577.0,0.06871682670880434,,
HF1_10,56098.0,1659178.0,0.033810718319553415,,164610.0,597137.0,0.27566538332074547,,80168.0,764840.0,0.10481669368756864,,39138.0,684023.0,0.05721737426957865,,20045.0,585039.0,0.03426267308675148,,112265.0,685245.0,0.16383191413290138,,42197.0,624656.0,0.06755238083040906,,119951.0,28969.0,4.140667610204011,,19323.0,45221.0,0.42730147497843923,,1422749.0,342751.0,4.150969654355494,,175475.0,0.0,Infinity,,2831.0,468462.0,0.006043179596210578,,877230.0,246423.0,3.5598543967080993,,2579718.0,623943.0,4.134541135969151,,285149.0,0.0,Infinity,,38502.0,705430.0,0.054579476347759524,,90539.0,1145895.0,0.07901160228467705,,173479.0,625512.0,0.27733920372430904,,25030.0,594922.0,0.04207274230907581,,28761.0,753665.0,0.03816151738504508,,926073.0,336681.0,2.7505947766580237,,327492.0,948768.0,0.3451760599008398,,127696.0,630606.0,0.20249728039377995,,1053714.0,1325917.0,0.7947058526287845,,9583.0,154269.0,0.062118766570082126,,368.0,0.0,Infinity,,10569.0,470732.0,0.022452265832788084,,288377.0,110798.0,2.602727486055705,,75083.0,825076.0,0.0910013138183634,,310937.0,0.0,Infinity,,17758.0,645251.0,0.027521073194772268,,
HF1_5,28455.0,971475.0,0.029290511850536556,,89178.0,351344.0,0.2538196183797076,,51757.0,442591.0,0.11694092288365557,,29984.0,393799.0,0.07614036602429158,,15299.0,338557.0,0.04518884560059311,,90059.0,391897.0,0.22980272877822489,,34389.0,359442.0,0.09567329360508789,,81136.0,19440.0,4.173662551440329,,12304.0,26445.0,0.4652675363962942,,832249.0,199021.0,4.181714492440496,,88495.0,0.0,Infinity,,1163.0,203353.0,0.005719118970460234,,575937.0,157412.0,3.6587871318578,,1420479.0,341800.0,4.155877706260972,,155675.0,0.0,Infinity,,28718.0,397684.0,0.07221311392965268,,69167.0,645906.0,0.10708524150572994,,109523.0,349410.0,0.31345124638676625,,18646.0,343124.0,0.05434187057740059,,23721.0,433923.0,0.05466638090168071,,596719.0,215763.0,2.7656224653902663,,194032.0,555449.0,0.34932460045836794,,71871.0,351031.0,0.2047426010808162,,737353.0,762282.0,0.967296879632472,,7136.0,81695.0,0.08734928698206744,,6355.0,219367.0,0.0289697174141963,,6355.0,219367.0,0.0289697174141963,,143884.0,55808.0,2.5781966743119265,,39508.0,482639.0,0.08185828331320097,,182538.0,0.0,Infinity,,14044.0,374335.0,0.037517197162969,,
HF11_0,41984.0,710322.0,0.05910558873299715,,163925.0,265221.0,0.6180694590549014,,83658.0,310081.0,0.26979402156210797,,111973.0,311385.0,0.3595966408144259,,24794.0,253264.0,0.09789784572619875,,119119.0,293866.0,0.4053514186738173,,39976.0,265565.0,0.1505318848492836,,39314.0,9704.0,4.051319043693322,,6777.0,19714.0,0.34376585167900986,,641172.0,153609.0,4.174052301622952,,68296.0,0.0,Infinity,,2953.0,194267.0,0.015200728893739029,,206956.0,64512.0,3.2080233134920637,,1056917.0,258051.0,4.095767890843283,,119642.0,0.0,Infinity,,38582.0,307605.0,0.12542708993676957,,118915.0,528004.0,0.22521609684775115,,12369.0,372575.0,0.033198684828558006,,34257.0,291315.0,0.1175943566242727,,40847.0,342782.0,0.11916319993465234,,109380.0,43079.0,2.539056152649783,,129753.0,437317.0,0.2967023920862898,,32427.0,371407.0,0.08730853214936714,,145477.0,634657.0,0.22922145347802042,,10576.0,48292.0,0.219001076782904,,11854.0,135339.0,0.08758746554947207,,11854.0,135339.0,0.08758746554947207,,47096.0,20067.0,2.3469377585089948,,22867.0,380786.0,0.06005210275587863,,144158.0,0.0,Infinity,,24122.0,282889.0,0.0852701943164987,,
HF11_10,63223.0,1355230.0,0.046651121949779745,,158245.0,504813.0,0.3134725135842381,,101621.0,655217.0,0.15509518220681087,,95689.0,615819.0,0.1553849426536044,,20745.0,489239.0,0.04240258850991029,,116586.0,580029.0,0.20100029481284556,,42709.0,526232.0,0.0811600206752915,,75560.0,19378.0,3.8992672102384147,,14236.0,37196.0,0.3827293257339499,,1216555.0,291796.0,4.169196973227871,,143362.0,0.0,Infinity,,2847.0,368729.0,0.007721117677210092,,520291.0,155815.0,3.3391586175913743,,2233930.0,544404.0,4.103441561781324,,249985.0,0.0,Infinity,,40565.0,613975.0,0.06606946536911112,,104252.0,1019260.0,0.10228204776013972,,36303.0,738982.0,0.04912568912368637,,27424.0,519081.0,0.05283183164091924,,33288.0,645525.0,0.051567328918322296,,614348.0,224457.0,2.7370409477093607,,226055.0,808089.0,0.2797402266334525,,214892.0,650802.0,0.3301956662702327,,785083.0,1197859.0,0.6554051854183172,,12411.0,151804.0,0.08175673895286027,,19718.0,693046.0,0.028451213916536565,,19718.0,693046.0,0.028451213916536565,,112347.0,45495.0,2.4694362017804155,,43702.0,642771.0,0.06798999954882844,,244334.0,0.0,Infinity,,20233.0,550112.0,0.036779783026001975,,
HF11_5,20212.0,1201428.0,0.01682331359016104,,140711.0,447535.0,0.3144133978348062,,72688.0,573728.0,0.12669418260918067,,89672.0,530807.0,0.16893522504413092,,16523.0,436041.0,0.037893225637038716,,93553.0,518737.0,0.18034765208573902,,33647.0,470946.0,0.07144555851413963,,56896.0,13682.0,4.158456366028358,,10372.0,31558.0,0.32866468090500034,,1081174.0,260032.0,4.157849803101157,,118534.0,0.0,Infinity,,2093.0,343578.0,0.0060917753756061215,,506133.0,149516.0,3.3851427271997645,,2201825.0,535276.0,4.113438674627669,,244417.0,0.0,Infinity,,33149.0,537156.0,0.06171205385400144,,69260.0,860663.0,0.08047284477199554,,18111.0,743320.0,0.02436501103158801,,17856.0,408729.0,0.04368664812137137,,26643.0,572246.0,0.0465586478542445,,509917.0,183679.0,2.776131185383196,,159991.0,705410.0,0.2268056874725337,,170394.0,563266.0,0.30251071429839543,,727017.0,1021388.0,0.7117931677286202,,9129.0,125273.0,0.07287284570498033,,12275.0,538804.0,0.022781939258060446,,12275.0,538804.0,0.022781939258060446,,124981.0,49517.0,2.5240018579477757,,43118.0,691634.0,0.062342221463953476,,263830.0,0.0,Infinity,,15227.0,473992.0,0.03212501476818174,,
HF12_0,15713.0,417806.0,0.03760836369032518,,65833.0,148077.0,0.44458626255259087,,11678.0,94627.0,0.12341086582053748,,12163.0,63392.0,0.19186963654719838,,4784.0,108441.0,0.04411615532870409,,24914.0,117540.0,0.21196188531563723,,5948.0,112675.0,0.05278899489682716,,14655.0,3747.0,3.911128903122498,,2986.0,10457.0,0.28555034904848425,,351655.0,83815.0,4.1956093777963375,,37325.0,0.0,Infinity,,369.0,55776.0,0.006615748709122203,,42454.0,18454.0,2.300531050178823,,582484.0,141634.0,4.112600081901238,,66836.0,0.0,Infinity,,6836.0,109876.0,0.06221558848156103,,20351.0,212741.0,0.09566092102603635,,3109.0,165651.0,0.01876837447404483,,8008.0,146828.0,0.054540005993407255,,6480.0,128679.0,0.050357867251066606,,16842.0,7317.0,2.301763017630176,,40008.0,229503.0,0.17432451863374335,,5138.0,122903.0,0.041805326151517865,,30972.0,191781.0,0.16149670718162903,,7898.0,2300.0,3.433913043478261,,0.0,0.0,NaN,,31.0,305.0,0.10163934426229508,,39449.0,15843.0,2.4899955816448904,,13371.0,211785.0,0.06313478291663716,,81226.0,0.0,Infinity,,3116.0,78502.0,0.039693256222771395,,
HF12_10,15993.0,1067448.0,0.014982462845965331,,166545.0,396497.0,0.42004100913752185,,46437.0,517929.0,0.08965900731567454,,34911.0,482975.0,0.07228324447435168,,12640.0,396523.0,0.03187709161889726,,78882.0,472024.0,0.16711438401437215,,22988.0,430006.0,0.0534597191667093,,44115.0,10767.0,4.097241571468375,,8788.0,30075.0,0.2922028262676642,,973305.0,233048.0,4.17641430091655,,103640.0,0.0,Infinity,,2566.0,315602.0,0.008130493469623133,,386549.0,117805.0,3.2812614065616907,,1952723.0,475360.0,4.107882446987547,,218316.0,0.0,Infinity,,26383.0,499759.0,0.05279144547671978,,58821.0,814531.0,0.07221456273610212,,23892.0,630387.0,0.037900527771035884,,17286.0,437908.0,0.039474044776528404,,19444.0,524945.0,0.03704007086456677,,445647.0,161703.0,2.7559600007421015,,146666.0,647738.0,0.22642796933327983,,100639.0,527103.0,0.1909285282003707,,922119.0,974366.0,0.9463784655868533,,7910.0,127373.0,0.0621010732258799,,25.0,0.0,Infinity,,4226.0,228173.0,0.018521034478224854,,84613.0,34309.0,2.46620420297881,,34478.0,647358.0,0.05325955653595074,,244488.0,0.0,Infinity,,11307.0,442884.0,0.02553038718942206,,
HF12_5,36789.0,1125187.0,0.03269589854841906,,242525.0,455176.0,0.532815877814296,,58773.0,544131.0,0.10801259255583674,,247157.0,321164.0,0.7695663274837777,,14139.0,439543.0,0.03216750124561192,,90816.0,514486.0,0.1765179227423098,,32620.0,472263.0,0.06907168251588627,,78402.0,19193.0,4.0849267962277915,,12633.0,35477.0,0.356089861036728,,1090827.0,261105.0,4.177733095880967,,116013.0,0.0,Infinity,,2752.0,322084.0,0.008544354888786776,,437172.0,132057.0,3.310479565642109,,1917819.0,468573.0,4.092892676274562,,216044.0,0.0,Infinity,,30119.0,516654.0,0.05829626790850356,,69328.0,853332.0,0.08124387694355772,,30145.0,684555.0,0.04403590653782384,,17129.0,408928.0,0.04188756944987871,,24745.0,565177.0,0.04378274416687162,,505054.0,184777.0,2.733316375955882,,186235.0,727468.0,0.25600438782186985,,115614.0,537834.0,0.21496223741898057,,869164.0,1037931.0,0.8374005593820784,,6683.0,90391.0,0.07393435187131463,,606.0,4972.0,0.12188254223652453,,606.0,4972.0,0.12188254223652453,,133334.0,53134.0,2.5093913501712652,,46406.0,670353.0,0.0692262136516134,,255482.0,0.0,Infinity,,13493.0,461540.0,0.02923473588421372,,
HF2_0,21868.0,482819.0,0.04529233522293033,,67426.0,177696.0,0.37944579506573023,,37897.0,194088.0,0.1952567907341,,37408.0,185454.0,0.2017103971874427,,14149.0,162440.0,0.08710293031273085,,59620.0,185978.0,0.3205755519470045,,20631.0,168871.0,0.12217017723587828,,14970.0,3745.0,3.9973297730307076,,3256.0,13562.0,0.24008258368972127,,425440.0,101301.0,4.199761107985114,,44874.0,0.0,Infinity,,912.0,119498.0,0.007631926894173961,,58385.0,24594.0,2.3739529966658535,,731948.0,178145.0,4.108720424373404,,83115.0,0.0,Infinity,,17488.0,183923.0,0.0950832685417267,,55226.0,322868.0,0.1710482302365053,,6247.0,224803.0,0.02778877506083104,,22593.0,211629.0,0.10675758048282608,,17825.0,208974.0,0.08529769253591356,,36129.0,14905.0,2.4239516940623953,,57578.0,290644.0,0.19810489808838305,,27053.0,221911.0,0.12190923388205181,,78056.0,356236.0,0.21911317216676585,,3436.0,18345.0,0.1872989915508313,,4841.0,60912.0,0.07947530864197531,,4841.0,60912.0,0.07947530864197531,,56133.0,22690.0,2.473909211106214,,21390.0,330380.0,0.06474362854894364,,125649.0,0.0,Infinity,,10083.0,153466.0,0.06570184926954505,,
HF2_10,22494.0,1099292.0,0.020462261164458578,,157970.0,445387.0,0.3546803117289009,,43420.0,583275.0,0.07444172988727445,,39042.0,537661.0,0.07261452848542112,,14782.0,448042.0,0.032992442672785144,,77297.0,531659.0,0.14538830340500208,,24684.0,483798.0,0.05102129401113688,,58509.0,14170.0,4.129075511644319,,10894.0,33918.0,0.3211863907069992,,1089209.0,260722.0,4.177664332123872,,116401.0,0.0,Infinity,,1721.0,383130.0,0.004491947902800616,,390595.0,120628.0,3.238012733362072,,1940172.0,473977.0,4.093388497754111,,218276.0,0.0,Infinity,,25938.0,550053.0,0.04715545592879232,,52807.0,874958.0,0.06035375412305505,,40491.0,676612.0,0.05984375092371995,,17008.0,487120.0,0.03491542125143702,,17033.0,585663.0,0.02908327826753611,,470072.0,171832.0,2.7356487732203547,,169472.0,695636.0,0.24362166420369274,,131033.0,551658.0,0.2375257859035852,,887865.0,1043260.0,0.8510486360063647,,7976.0,146123.0,0.0545841517078078,,13578.0,716993.0,0.018937423377913033,,13578.0,716993.0,0.018937423377913033,,76413.0,31305.0,2.4409199808337325,,33681.0,624747.0,0.05391142334416972,,236909.0,0.0,Infinity,,11483.0,491880.0,0.023345124827193624,,
HF2_5,40116.0,1273194.0,0.03150815979340148,,160197.0,486481.0,0.32929754707789205,,65558.0,630109.0,0.10404231648809968,,131503.0,571175.0,0.23023241563443778,,21311.0,482493.0,0.04416851643443532,,101726.0,555895.0,0.18299499006107267,,35870.0,517464.0,0.06931883184144211,,79037.0,18980.0,4.164225500526871,,13676.0,40088.0,0.3411494711634404,,1209640.0,289503.0,4.178333212436486,,128503.0,0.0,Infinity,,2568.0,386964.0,0.0066362762427512635,,458513.0,141159.0,3.2482023817114034,,2041917.0,499082.0,4.091345710724891,,231331.0,0.0,Infinity,,32238.0,584337.0,0.055170218555388416,,77878.0,941723.0,0.0826973536804347,,120630.0,612762.0,0.1968627297384629,,28218.0,554979.0,0.05084516711443136,,25337.0,629439.0,0.04025330492708586,,815906.0,297424.0,2.743241971058153,,275428.0,794180.0,0.3468080284066584,,116780.0,507468.0,0.23012288459567895,,1472366.0,1136798.0,1.2951870077181697,,12657.0,154399.0,0.0819759195331576,,18857.0,729798.0,0.025838656724189432,,18857.0,729798.0,0.025838656724189432,,78088.0,32611.0,2.39452945325197,,38289.0,722648.0,0.05298430217754702,,274875.0,0.0,Infinity,,16779.0,527269.0,0.03182246633122751,,
HF13_0,17921.0,440040.0,0.04072584310517226,,71815.0,165687.0,0.43343774707732047,,21488.0,185003.0,0.11614946784646736,,175734.0,189123.0,0.9292048032232991,,5026.0,154517.0,0.03252716529572798,,27850.0,176960.0,0.15738019891500904,,6042.0,161465.0,0.03741987427615892,,27026.0,6667.0,4.053697315134244,,4643.0,13083.0,0.35488802262478025,,394450.0,93704.0,4.209532143771877,,41479.0,0.0,Infinity,,560.0,102831.0,0.005445828592545049,,51080.0,21595.0,2.3653623523963883,,590924.0,143876.0,4.1071756234535295,,68115.0,0.0,Infinity,,9887.0,181133.0,0.05458420055980964,,25142.0,311070.0,0.08082425177612756,,5201.0,194344.0,0.026761824393858314,,8603.0,204389.0,0.04209130628360626,,7779.0,203912.0,0.03814880929028208,,37534.0,16869.0,2.2250281581599385,,54767.0,260878.0,0.20993337882075147,,9736.0,218123.0,0.044635366284160774,,41215.0,355968.0,0.11578287935994247,,116969.0,0.0,Infinity,,6080.0,124298.0,0.04891470498318557,,6080.0,124298.0,0.04891470498318557,,56875.0,24155.0,2.3545849720554752,,20417.0,257193.0,0.07938396457135304,,98147.0,0.0,Infinity,,4596.0,158464.0,0.02900343295638126,,
HF13_10,35594.0,1100114.0,0.0323548286813912,,188680.0,420336.0,0.4488789920444597,,36708.0,547769.0,0.06701364991447124,,685861.0,537421.0,1.2762080380186112,,5961.0,412732.0,0.014442786117868254,,40304.0,487346.0,0.08270099682771584,,8518.0,445966.0,0.01910011077077625,,100983.0,24515.0,4.119233122578014,,15547.0,33978.0,0.457560774618871,,1000059.0,240832.0,4.152517107361148,,105959.0,0.0,Infinity,,1492.0,303732.0,0.004912225251208302,,359447.0,112981.0,3.181481842079642,,1614401.0,392855.0,4.109406778582429,,183025.0,0.0,Infinity,,18443.0,525939.0,0.03506680432521642,,31551.0,864270.0,0.03650595300079836,,31915.0,663561.0,0.048096557814579215,,9311.0,511995.0,0.01818572446996553,,8186.0,548643.0,0.014920449180979253,,465591.0,172513.0,2.6988748674012975,,162228.0,664629.0,0.24408805514053705,,170169.0,570979.0,0.2980302252797388,,645223.0,998404.0,0.646254422057604,,26905.0,0.0,Infinity,,7181.0,707616.0,0.010148159453715009,,7181.0,707616.0,0.010148159453715009,,80951.0,33127.0,2.443656232076554,,35604.0,664097.0,0.053612649959268,,251889.0,0.0,Infinity,,4603.0,431880.0,0.010658053162915624,,
HF13_5,30309.0,939329.0,0.03226664991712169,,141033.0,357191.0,0.39483917567911847,,29263.0,466739.0,0.06269671058128848,,178862.0,433425.0,0.41267116571494494,,5234.0,355309.0,0.01473083991680481,,33094.0,413779.0,0.07997989264800776,,8791.0,382882.0,0.022960076472646924,,107600.0,25928.0,4.149953717988275,,15502.0,30110.0,0.5148455662570575,,872715.0,209431.0,4.167076507298346,,92490.0,0.0,Infinity,,1478.0,265951.0,0.005557414711732612,,317721.0,97273.0,3.2662814964070193,,1298979.0,315751.0,4.1139347143793685,,147095.0,0.0,Infinity,,15692.0,450003.0,0.03487087863858685,,25447.0,726950.0,0.03500515853910172,,38765.0,520608.0,0.07446101481344888,,7480.0,426324.0,0.017545341102072603,,7106.0,477213.0,0.01489062536016412,,453347.0,167322.0,2.709428527031711,,160789.0,583817.0,0.2754099315367658,,152034.0,444500.0,0.34203374578177725,,633946.0,860789.0,0.7364708424480332,,31750.0,0.0,Infinity,,6873.0,598575.0,0.01148227039218143,,6873.0,598575.0,0.01148227039218143,,137235.0,53687.0,2.5562054128559986,,41474.0,520606.0,0.079664852114651,,197543.0,0.0,Infinity,,4436.0,391151.0,0.01134088881276029,,
HF3_0,38504.0,891131.0,0.04320801318773559,,97475.0,328879.0,0.2963856007832668,,43683.0,423849.0,0.10306264731071679,,98064.0,411711.0,0.2381864948956914,,10347.0,329900.0,0.03136404971203395,,51588.0,387780.0,0.13303419464644903,,12769.0,351781.0,0.03629815140669906,,50790.0,12508.0,4.060601215222258,,8288.0,25652.0,0.32309371588959923,,789020.0,189269.0,4.1687756579260205,,84025.0,0.0,Infinity,,1871.0,252306.0,0.007415598519258361,,166862.0,60703.0,2.7488262524092715,,1406291.0,344872.0,4.077718689832749,,160963.0,0.0,Infinity,,19052.0,408400.0,0.04665034280117532,,46681.0,686478.0,0.06800072252861708,,12657.0,435118.0,0.029088661006899278,,14169.0,386488.0,0.03666090538386703,,10740.0,435458.0,0.024663687427949423,,133011.0,53746.0,2.4748074275294907,,121252.0,534429.0,0.22688140052280098,,12620.0,472122.0,0.026730379012204472,,74245.0,803376.0,0.09241625341060723,,335562.0,0.0,Infinity,,14951.0,311888.0,0.04793707997742779,,14951.0,311888.0,0.04793707997742779,,214347.0,86901.0,2.466565402009183,,60499.0,542389.0,0.11154171636961664,,205966.0,0.0,Infinity,,7627.0,358319.0,0.021285502582894012,,
HF3_10,25053.0,955886.0,0.02620919230954319,,76328.0,370347.0,0.20609860482196427,,26423.0,485782.0,0.05439271113380076,,35604.0,461714.0,0.07711267148061354,,6700.0,370104.0,0.018103019691762316,,32996.0,436500.0,0.0755922107674685,,9217.0,398939.0,0.02310378278383412,,63118.0,15337.0,4.115407185238313,,11418.0,29297.0,0.38973273714032153,,900136.0,216099.0,4.165387160514394,,95723.0,0.0,Infinity,,955.0,249464.0,0.0038282076772600455,,304016.0,97792.0,3.1088023560209423,,1654613.0,402353.0,4.112341650242449,,186375.0,0.0,Infinity,,15717.0,465416.0,0.033769788748130705,,28009.0,759826.0,0.03686238691489894,,30768.0,599491.0,0.05132353946931647,,8313.0,422684.0,0.019667174532274703,,6666.0,492592.0,0.013532497482703739,,341226.0,127366.0,2.679098032441939,,132227.0,595717.0,0.22196277762763192,,120002.0,503338.0,0.23841235909071043,,569406.0,903758.0,0.6300425556398948,,31538.0,0.0,Infinity,,6264.0,640371.0,0.009781829595656268,,6264.0,640371.0,0.009781829595656268,,113672.0,45342.0,2.5069913104847603,,40295.0,648363.0,0.062148827123077656,,247021.0,0.0,Infinity,,4444.0,419007.0,0.010606028061583696,,
HF3_5,22988.0,857490.0,0.026808475900593595,,145099.0,330578.0,0.4389251553339908,,23490.0,408808.0,0.057459736600066535,,28212.0,391998.0,0.07196975494772932,,5518.0,324568.0,0.017001059870350742,,29480.0,381132.0,0.07734853016802577,,8743.0,347678.0,0.025146831263410396,,65582.0,15855.0,4.136360769473352,,10424.0,25547.0,0.4080322542764317,,803458.0,192756.0,4.168264541700388,,85361.0,0.0,Infinity,,700.0,206995.0,0.003381724196236624,,269150.0,84851.0,3.172030971939046,,1413716.0,343839.0,4.111563842379718,,159509.0,0.0,Infinity,,14428.0,407121.0,0.035439095502319946,,27460.0,670678.0,0.0409436421054515,,18159.0,522738.0,0.03473824363256545,,6724.0,354992.0,0.018941271915986838,,5955.0,436130.0,0.013654185678582073,,280958.0,104196.0,2.6964374832047295,,113657.0,524450.0,0.21671656020593003,,115077.0,450738.0,0.2553079616096269,,356437.0,774928.0,0.45996144157908864,,41173.0,0.0,Infinity,,5151.0,480661.0,0.010716492496790877,,5151.0,480661.0,0.010716492496790877,,102648.0,40681.0,2.523241808215137,,35844.0,554324.0,0.06466254392737822,,209822.0,0.0,Infinity,,4030.0,356744.0,0.01129661606081672,,
